source,source_name,target,target_name,weight
Charlotte_Linlin,Charlotte Linlin,Queen,Queen,31
Conis,Conis,Monkey_D._Luffy,Monkey D. Luffy,31
Conis,Conis,Tony_Tony_Chopper,Tony Tony Chopper,31
Denjiro,Denjiro,Kaidou,Kaidou,31
Eustass_Kid,Eustass Kid,Kawamatsu,Kawamatsu,31
Franky,Franky,Jean_Bart,Jean Bart,31
Franky,Franky,Queen,Queen,31
Franky,Franky,Shachi,Shachi,31
Fukurou,Fukurou,Jabra,Jabra,31
Fullbody,Fullbody,Nami,Nami,31
Fullbody,Fullbody,Tony_Tony_Chopper,Tony Tony Chopper,31
Gan_Fall,Gan Fall,Sanji,Sanji,31
Gedatsu,Gedatsu,Nico_Robin,Nico Robin,31
Gotti,Gotti,Tony_Tony_Chopper,Tony Tony Chopper,31
Hack,Hack,Usopp,Usopp,31
Igaram,Igaram,Nami,Nami,31
Inhel,Inhel,Kyros,Kyros,31
Issho,Issho,Kyros,Kyros,31
Izou,Izou,Roronoa_Zoro,Roronoa Zoro,31
Jabra,Jabra,Nami,Nami,31
Jaygarcia_Saturn,Jaygarcia Saturn,Jewelry_Bonney,Jewelry Bonney,31
Jean_Bart,Jean Bart,Nico_Robin,Nico Robin,31
Jean_Bart,Jean Bart,Usopp,Usopp,31
Jinbe,Jinbe,Monkey_D._Garp,Monkey D. Garp,31
Jinbe,Jinbe,Pedro,Pedro,31
Kabu,Kabu,Nico_Robin,Nico Robin,31
Kalifa,Kalifa,Kumadori,Kumadori,31
Kalifa,Kalifa,Paulie,Paulie,31
Kawamatsu,Kawamatsu,Kouzuki_Hiyori,Kouzuki Hiyori,31
Kawamatsu,Kawamatsu,Queen,Queen,31
Kikunojo,Kikunojo,Yamato,Yamato,31
Killer,Killer,Nico_Robin,Nico Robin,31
Kin'emon,Kin'emon,Smoker,Smoker,31
Komachiyo,Komachiyo,Roronoa_Zoro,Roronoa Zoro,31
Kurozumi_Orochi,Kurozumi Orochi,Monkey_D._Luffy,Monkey D. Luffy,31
Leo,Leo,Tony_Tony_Chopper,Tony Tony Chopper,31
Marco,Marco,Usopp,Usopp,31
Marianne,Marianne,Monkey_D._Luffy,Monkey D. Luffy,31
Mikita,Mikita,Monkey_D._Luffy,Monkey D. Luffy,31
Monkey_D._Luffy,Monkey D. Luffy,Shishilian,Shishilian,31
Monkey_D._Luffy,Monkey D. Luffy,Vito,Vito,31
Nami,Nami,Scratchmen_Apoo,Scratchmen Apoo,31
Nefertari_Cobra,Nefertari Cobra,Roronoa_Zoro,Roronoa Zoro,31
Nico_Robin,Nico Robin,Penguin,Penguin,31
Pierre,Pierre,Usopp,Usopp,31
Portgas_D._Ace,Portgas D. Ace,Sengoku,Sengoku,31
Queen,Queen,Raizo,Raizo,31
Raizo,Raizo,Yamato,Yamato,31
Roronoa_Zoro,Roronoa Zoro,Shirahoshi,Shirahoshi,31
Roronoa_Zoro,Roronoa Zoro,Shishilian,Shishilian,31
Sabo,Sabo,Trafalgar_D._Water_Law,Trafalgar D. Water Law,31
Shinobu,Shinobu,Trafalgar_D._Water_Law,Trafalgar D. Water Law,31
Tilestone,Tilestone,Zambai,Zambai,31
Tony_Tony_Chopper,Tony Tony Chopper,Wanda,Wanda,31
Trafalgar_D._Water_Law,Trafalgar D. Water Law,Yamato,Yamato,31
Usopp,Usopp,Wanda,Wanda,31
Arlong,Arlong,Nami,Nami,30
Arlong,Arlong,Sanji,Sanji,30
Ashura_Doji,Ashura Doji,Sanji,Sanji,30
Bartholomew_Kuma,Bartholomew Kuma,Borsalino,Borsalino,30
Bartolomeo,Bartolomeo,Sanji,Sanji,30
Bentham,Bentham,Tony_Tony_Chopper,Tony Tony Chopper,30
Brook,Brook,Charlotte_Brûlée,Charlotte Brûlée,30
Brook,Brook,Charlotte_Mont-d'Or,Charlotte Mont-d'Or,30
Caesar_Clown,Caesar Clown,Smoker,Smoker,30
Caesar_Clown,Caesar Clown,Tashigi,Tashigi,30
Caribou,Caribou,Trafalgar_D._Water_Law,Trafalgar D. Water Law,30
Carrot,Carrot,Nekomamushi,Nekomamushi,30
Cavendish,Cavendish,Hajrudin,Hajrudin,30
Chaka,Chaka,Nefertari_Vivi,Nefertari Vivi,30
Charlotte_Mont-d'Or,Charlotte Mont-d'Or,Tony_Tony_Chopper,Tony Tony Chopper,30
Chimney,Chimney,Paulie,Paulie,30
Conis,Conis,Nico_Robin,Nico Robin,30
Conis,Conis,Roronoa_Zoro,Roronoa Zoro,30
Diamante,Diamante,Monkey_D._Luffy,Monkey D. Luffy,30
Diamante,Diamante,Trebol,Trebol,30
Dorry,Dorry,Jinbe,Jinbe,30
Flapper,Flapper,Inhel,Inhel,30
Flapper,Flapper,Nico_Robin,Nico Robin,30
Franky,Franky,Hatchan,Hatchan,30
Franky,Franky,Hyougoro,Hyougoro,30
Franky,Franky,Inhel,Inhel,30
Franky,Franky,Jaygarcia_Saturn,Jaygarcia Saturn,30
Franky,Franky,Pappag,Pappag,30
Franky,Franky,Silvers_Rayleigh,Silvers Rayleigh,30
Franky_Family,Franky Family,Spandam,Spandam,30
Franky_Family,Franky Family,Tamagon,Tamagon,30
Franky_Family,Franky Family,Yokozuna,Yokozuna,30
Fukurou,Fukurou,Kaku,Kaku,30
Fukurou,Fukurou,Kalifa,Kalifa,30
Fukurou,Fukurou,Tony_Tony_Chopper,Tony Tony Chopper,30
Fullbody,Fullbody,Roronoa_Zoro,Roronoa Zoro,30
Gem,Gem,Nami,Nami,30
Gonbe,Gonbe,Paulie,Paulie,30
Hack,Hack,Nico_Robin,Nico Robin,30
Hajrudin,Hajrudin,Sanji,Sanji,30
Hyougoro,Hyougoro,Shinobu,Shinobu,30
Iceburg,Iceburg,Paulie,Paulie,30
Iceburg,Iceburg,Sanji,Sanji,30
Igaram,Igaram,Roronoa_Zoro,Roronoa Zoro,30
Inuarashi,Inuarashi,Queen,Queen,30
Jabra,Jabra,Rob_Lucci,Rob Lucci,30
Jabra,Jabra,Sanji,Sanji,30
Jaguar_D._Saul,Jaguar D. Saul,Nico_Robin,Nico Robin,30
Jango,Jango,Nefertari_Vivi,Nefertari Vivi,30
Jaygarcia_Saturn,Jaygarcia Saturn,Vegapunk,Vegapunk,30
Jean_Bart,Jean Bart,Nami,Nami,30
Jinbe,Jinbe,Kawamatsu,Kawamatsu,30
Kanjuro,Kanjuro,Kawamatsu,Kawamatsu,30
Kikunojo,Kikunojo,Kurozumi_Orochi,Kurozumi Orochi,30
Kin'emon,Kin'emon,Leo,Leo,30
Koby,Koby,Monkey_D._Garp,Monkey D. Garp,30
Kokoro,Kokoro,Yokozuna,Yokozuna,30
Kokoro,Kokoro,Zambai,Zambai,30
Kouzuki_Hiyori,Kouzuki Hiyori,Nico_Robin,Nico Robin,30
Kouzuki_Hiyori,Kouzuki Hiyori,Tony_Tony_Chopper,Tony Tony Chopper,30
Leo,Leo,Nami,Nami,30
Lilith,Lilith,Roronoa_Zoro,Roronoa Zoro,30
Lola,Lola,Tony_Tony_Chopper,Tony Tony Chopper,30
Marco,Marco,Nami,Nami,30
Marianne,Marianne,Nami,Nami,30
Mikita,Mikita,Roronoa_Zoro,Roronoa Zoro,30
Monkey_D._Garp,Monkey D. Garp,Portgas_D._Ace,Portgas D. Ace,30
Monkey_D._Luffy,Monkey D. Luffy,Orlumbus,Orlumbus,30
Nami,Nami,Neptune,Neptune,30
Nekomamushi,Nekomamushi,Trafalgar_D._Water_Law,Trafalgar D. Water Law,30
Nico_Robin,Nico Robin,Sai,Sai,30
Nico_Robin,Nico Robin,Zeus,Zeus,30
Peepley_Lulu,Peepley Lulu,Zambai,Zambai,30
Penguin,Penguin,Roronoa_Zoro,Roronoa Zoro,30
Penguin,Penguin,Sanji,Sanji,30
Pierre,Pierre,Sanji,Sanji,30
Pierre,Pierre,Wyper,Wyper,30
Roronoa_Zoro,Roronoa Zoro,Tamagon,Tamagon,30
Sakazuki,Sakazuki,Sengoku,Sengoku,30
Sanji,Sanji,Sentomaru,Sentomaru,30
Sanji,Sanji,Shanks,Shanks,30
Sanji,Sanji,Vito,Vito,30
Scratchmen_Apoo,Scratchmen Apoo,Usopp,Usopp,30
Tamagon,Tamagon,Zambai,Zambai,30
Vinsmoke_Judge,Vinsmoke Judge,Vinsmoke_Reiju,Vinsmoke Reiju,30
Aisa,Aisa,Monkey_D._Luffy,Monkey D. Luffy,29
Arlong,Arlong,Usopp,Usopp,29
Ashura_Doji,Ashura Doji,Nekomamushi,Nekomamushi,29
Ashura_Doji,Ashura Doji,Queen,Queen,29
Atlas,Atlas,Franky,Franky,29
Atlas,Atlas,Sanji,Sanji,29
Atlas,Atlas,Vegapunk,Vegapunk,29
Bartholomew_Kuma,Bartholomew Kuma,Emporio_Ivankov,Emporio Ivankov,29
Bartolomeo,Bartolomeo,Gatz,Gatz,29
Bartolomeo,Bartolomeo,Nami,Nami,29
Basil_Hawkins,Basil Hawkins,Usopp,Usopp,29
Bentham,Bentham,Crocodile,Crocodile,29
Bepo,Bepo,Jinbe,Jinbe,29
Boa_Hancock,Boa Hancock,Nami,Nami,29
Bomba,Bomba,Roronoa_Zoro,Roronoa Zoro,29
Borsalino,Borsalino,Sakazuki,Sakazuki,29
Brook,Brook,Charlotte_Chiffon,Charlotte Chiffon,29
Brook,Brook,Charlotte_Katakuri,Charlotte Katakuri,29
Brook,Brook,Dorry,Dorry,29
Brook,Brook,Kouzuki_Hiyori,Kouzuki Hiyori,29
Brook,Brook,Vinsmoke_Judge,Vinsmoke Judge,29
Brook,Brook,Vinsmoke_Niji,Vinsmoke Niji,29
Caesar_Clown,Caesar Clown,Donquixote_Doflamingo,Donquixote Doflamingo,29
Caribou,Caribou,Kin'emon,Kin'emon,29
Carrot,Carrot,Charlotte_Chiffon,Charlotte Chiffon,29
Cavendish,Cavendish,Usopp,Usopp,29
Charlotte_Brûlée,Charlotte Brûlée,Jinbe,Jinbe,29
Charlotte_Katakuri,Charlotte Katakuri,Charlotte_Linlin,Charlotte Linlin,29
Chimney,Chimney,Mozu_and_Kiwi,Mozu and Kiwi,29
Chinjao,Chinjao,Roronoa_Zoro,Roronoa Zoro,29
Diamante,Diamante,Kyros,Kyros,29
Eustass_Kid,Eustass Kid,Napoleon,Napoleon,29
Eustass_Kid,Eustass Kid,Scratchmen_Apoo,Scratchmen Apoo,29
Flapper,Flapper,Franky,Franky,29
Franky,Franky,Fukurou,Fukurou,29
Franky,Franky,Hajrudin,Hajrudin,29
Franky_Family,Franky Family,Gomorrah,Gomorrah,29
Fukaboshi,Fukaboshi,Monkey_D._Luffy,Monkey D. Luffy,29
Fukurou,Fukurou,Rob_Lucci,Rob Lucci,29
Fullbody,Fullbody,Sanji,Sanji,29
Galdino,Galdino,Nami,Nami,29
Gecko_Moria,Gecko Moria,Tony_Tony_Chopper,Tony Tony Chopper,29
Gem,Gem,Monkey_D._Luffy,Monkey D. Luffy,29
Genzo,Genzo,Nojiko,Nojiko,29
Gomorrah,Gomorrah,Roronoa_Zoro,Roronoa Zoro,29
Gomorrah,Gomorrah,Sanji,Sanji,29
Gonbe,Gonbe,Mozu_and_Kiwi,Mozu and Kiwi,29
Gotti,Gotti,Sanji,Sanji,29
Hack,Hack,Riku_Doldo_III,Riku Doldo III,29
Hajrudin,Hajrudin,Sai,Sai,29
Hajrudin,Hajrudin,Tony_Tony_Chopper,Tony Tony Chopper,29
Hody_Jones,Hody Jones,Shirahoshi,Shirahoshi,29
Jabra,Jabra,Kalifa,Kalifa,29
Jabra,Jabra,Kumadori,Kumadori,29
Jinbe,Jinbe,Kikunojo,Kikunojo,29
Jinbe,Jinbe,Vinsmoke_Reiju,Vinsmoke Reiju,29
Kanjuro,Kanjuro,Nekomamushi,Nekomamushi,29
Kin'emon,Kin'emon,Kouzuki_Oden,Kouzuki Oden,29
Kin'emon,Kin'emon,Riku_Doldo_III,Riku Doldo III,29
King,King,Kouzuki_Momonosuke,Kouzuki Momonosuke,29
King,King,Queen,Queen,29
Kokoro,Kokoro,Rob_Lucci,Rob Lucci,29
Komachiyo,Komachiyo,Sanji,Sanji,29
Kumadori,Kumadori,Tony_Tony_Chopper,Tony Tony Chopper,29
Kurozumi_Orochi,Kurozumi Orochi,Nami,Nami,29
Kurozumi_Orochi,Kurozumi Orochi,Raizo,Raizo,29
Kurozumi_Orochi,Kurozumi Orochi,Roronoa_Zoro,Roronoa Zoro,29
Lola,Lola,Nami,Nami,29
Lola,Lola,Sanji,Sanji,29
Manboshi,Manboshi,Shirahoshi,Shirahoshi,29
Marcus_Mars,Marcus Mars,Monkey_D._Luffy,Monkey D. Luffy,29
Marianne,Marianne,Usopp,Usopp,29
Monkey_D._Luffy,Monkey D. Luffy,Perona,Perona,29
Monkey_D._Luffy,Monkey D. Luffy,Shepherd_Ju_Peter,Shepherd Ju Peter,29
Monkey_D._Luffy,Monkey D. Luffy,Stussy,Stussy,29
Monkey_D._Luffy,Monkey D. Luffy,Tamagon,Tamagon,29
Monkey_D._Luffy,Monkey D. Luffy,Van_Augur,Van Augur,29
Monkey_D._Luffy,Monkey D. Luffy,Yosaku,Yosaku,29
Mozu_and_Kiwi,Mozu and Kiwi,Yokozuna,Yokozuna,29
Nami,Nami,Tamagon,Tamagon,29
Nami,Nami,Vito,Vito,29
Neptune,Neptune,Tony_Tony_Chopper,Tony Tony Chopper,29
Neptune,Neptune,Usopp,Usopp,29
Nico_Robin,Nico Robin,Scratchmen_Apoo,Scratchmen Apoo,29
Nico_Robin,Nico Robin,Shirahoshi,Shirahoshi,29
Nico_Robin,Nico Robin,Wanda,Wanda,29
Perona,Perona,Usopp,Usopp,29
Riku_Doldo_III,Riku Doldo III,Tank_Lepanto,Tank Lepanto,29
Roronoa_Zoro,Roronoa Zoro,Wapol,Wapol,29
Ryuboshi,Ryuboshi,Shirahoshi,Shirahoshi,29
Sai,Sai,Trafalgar_D._Water_Law,Trafalgar D. Water Law,29
Sanji,Sanji,Tamagon,Tamagon,29
Spandam,Spandam,Usopp,Usopp,29
Tamagon,Tamagon,Tony_Tony_Chopper,Tony Tony Chopper,29
Trafalgar_D._Water_Law,Trafalgar D. Water Law,X_Drake,X Drake,29
Usopp,Usopp,Yokozuna,Yokozuna,29
Vinsmoke_Ichiji,Vinsmoke Ichiji,Vinsmoke_Judge,Vinsmoke Judge,29
Arlong,Arlong,Roronoa_Zoro,Roronoa Zoro,28
Baratie,Baratie,Patty,Patty,28
Bartolomeo,Bartolomeo,Hajrudin,Hajrudin,28
Bartolomeo,Bartolomeo,Tony_Tony_Chopper,Tony Tony Chopper,28
Basil_Hawkins,Basil Hawkins,Nami,Nami,28
Basil_Hawkins,Basil Hawkins,Tony_Tony_Chopper,Tony Tony Chopper,28
Basil_Hawkins,Basil Hawkins,Trafalgar_D._Water_Law,Trafalgar D. Water Law,28
Bellamy,Bellamy,Usopp,Usopp,28
Bepo,Bepo,Kin'emon,Kin'emon,28
Boa_Hancock,Boa Hancock,Sanji,Sanji,28
Bomba,Bomba,Donquixote_Doflamingo,Donquixote Doflamingo,28
Bomba,Bomba,Rebecca,Rebecca,28
Brook,Brook,Neptune,Neptune,28
Buggy,Buggy,Crocodile,Crocodile,28
Buggy,Buggy,Dracule_Mihawk,Dracule Mihawk,28
Buggy,Buggy,Portgas_D._Ace,Portgas D. Ace,28
Capone_Bege,Capone Bege,Roronoa_Zoro,Roronoa Zoro,28
Capone_Pez,Capone Pez,Charlotte_Chiffon,Charlotte Chiffon,28
Cavendish,Cavendish,Donquixote_Doflamingo,Donquixote Doflamingo,28
Cavendish,Cavendish,Riku_Doldo_III,Riku Doldo III,28
Charlotte_Brûlée,Charlotte Brûlée,Charlotte_Linlin,Charlotte Linlin,28
Charlotte_Chiffon,Charlotte Chiffon,Charlotte_Linlin,Charlotte Linlin,28
Charlotte_Katakuri,Charlotte Katakuri,Napoleon,Napoleon,28
Charlotte_Katakuri,Charlotte Katakuri,Tony_Tony_Chopper,Tony Tony Chopper,28
Charlotte_Smoothie,Charlotte Smoothie,Monkey_D._Luffy,Monkey D. Luffy,28
Charlotte_Smoothie,Charlotte Smoothie,Nami,Nami,28
Charlotte_Smoothie,Charlotte Smoothie,Sanji,Sanji,28
Chinjao,Chinjao,Nico_Robin,Nico Robin,28
Crocodile,Crocodile,Nefertari_Cobra,Nefertari Cobra,28
Denjiro,Denjiro,Kouzuki_Hiyori,Kouzuki Hiyori,28
Denjiro,Denjiro,Trafalgar_D._Water_Law,Trafalgar D. Water Law,28
Donquixote_Doflamingo,Donquixote Doflamingo,Hack,Hack,28
Donquixote_Doflamingo,Donquixote Doflamingo,Portgas_D._Ace,Portgas D. Ace,28
Emporio_Ivankov,Emporio Ivankov,Monkey_D._Dragon,Monkey D. Dragon,28
Enel,Enel,Gan_Fall,Gan Fall,28
Ethanbaron_V._Nusjuro,Ethanbaron V. Nusjuro,Monkey_D._Luffy,Monkey D. Luffy,28
Eustass_Kid,Eustass Kid,Tama,Tama,28
Flapper,Flapper,Kyros,Kyros,28
Franky,Franky,Jabra,Jabra,28
Franky,Franky,Penguin,Penguin,28
Franky,Franky,Perona,Perona,28
Franky,Franky,Sentomaru,Sentomaru,28
Franky,Franky,Shirahoshi,Shirahoshi,28
Franky,Franky,X_Drake,X Drake,28
Franky_Family,Franky Family,Sodom,Sodom,28
Fukurou,Fukurou,Roronoa_Zoro,Roronoa Zoro,28
Fukurou,Fukurou,Sanji,Sanji,28
Fullbody,Fullbody,Usopp,Usopp,28
Galdino,Galdino,Roronoa_Zoro,Roronoa Zoro,28
Galdino,Galdino,Usopp,Usopp,28
Gomorrah,Gomorrah,Sodom,Sodom,28
Gomorrah,Gomorrah,Tony_Tony_Chopper,Tony Tony Chopper,28
Hajrudin,Hajrudin,Nami,Nami,28
Hajrudin,Hajrudin,Rebecca,Rebecca,28
Hattori,Hattori,Jabra,Jabra,28
Iceburg,Iceburg,Kaku,Kaku,28
Ideo,Ideo,Monkey_D._Luffy,Monkey D. Luffy,28
Inhel,Inhel,Rebecca,Rebecca,28
Inuarashi,Inuarashi,Jinbe,Jinbe,28
Inuarashi,Inuarashi,Shishilian,Shishilian,28
Issho,Issho,Kin'emon,Kin'emon,28
Issho,Issho,Viola,Viola,28
Jabra,Jabra,Usopp,Usopp,28
Jack,Jack,Monkey_D._Luffy,Monkey D. Luffy,28
Jinbe,Jinbe,Neptune,Neptune,28
Kabu,Kabu,Kyros,Kyros,28
Kabu,Kabu,Rebecca,Rebecca,28
Kaidou,Kaidou,Kurozumi_Orochi,Kurozumi Orochi,28
Kiev,Kiev,Mozu_and_Kiwi,Mozu and Kiwi,28
Kiev,Kiev,Usopp,Usopp,28
King,King,Sanji,Sanji,28
Komachiyo,Komachiyo,Tony_Tony_Chopper,Tony Tony Chopper,28
Kumadori,Kumadori,Nami,Nami,28
Lilith,Lilith,Vegapunk,Vegapunk,28
Marianne,Marianne,Roronoa_Zoro,Roronoa Zoro,28
Marshall_D._Teach,Marshall D. Teach,Nami,Nami,28
Mikita,Mikita,Sanji,Sanji,28
Mikita,Mikita,Usopp,Usopp,28
Monet,Monet,Nico_Robin,Nico Robin,28
Monkey_D._Garp,Monkey D. Garp,Tony_Tony_Chopper,Tony Tony Chopper,28
Monkey_D._Luffy,Monkey D. Luffy,Pekoms,Pekoms,28
Monkey_D._Luffy,Monkey D. Luffy,Sind,Sind,28
Monkey_D._Luffy,Monkey D. Luffy,Tamago,Tamago,28
Monkey_D._Luffy,Monkey D. Luffy,Wicca,Wicca,28
Nami,Nami,Pekoms,Pekoms,28
Nami,Nami,Shishilian,Shishilian,28
Nami,Nami,Tamago,Tamago,28
Nico_Robin,Nico Robin,Perona,Perona,28
Peepley_Lulu,Peepley Lulu,Rob_Lucci,Rob Lucci,28
Prometheus,Prometheus,Roronoa_Zoro,Roronoa Zoro,28
Rob_Lucci,Rob Lucci,Tilestone,Tilestone,28
Roronoa_Zoro,Roronoa Zoro,Sodom,Sodom,28
Sai,Sai,Usopp,Usopp,28
Sanji,Sanji,Sodom,Sodom,28
Sanji,Sanji,Stussy,Stussy,28
Sanji,Sanji,Yosaku,Yosaku,28
Scratchmen_Apoo,Scratchmen Apoo,X_Drake,X Drake,28
Sentomaru,Sentomaru,Usopp,Usopp,28
Shanks,Shanks,Tony_Tony_Chopper,Tony Tony Chopper,28
Shanks,Shanks,Usopp,Usopp,28
Shishilian,Shishilian,Tony_Tony_Chopper,Tony Tony Chopper,28
Trebol,Trebol,Usopp,Usopp,28
Abdullah,Abdullah,Monkey_D._Luffy,Monkey D. Luffy,27
Aisa,Aisa,Pierre,Pierre,27
Ashura_Doji,Ashura Doji,Kanjuro,Kanjuro,27
Ashura_Doji,Ashura Doji,Nami,Nami,27
Atlas,Atlas,Nami,Nami,27
Baby_5,Baby 5,Franky,Franky,27
Bepo,Bepo,Eustass_Kid,Eustass Kid,27
Brook,Brook,Komachiyo,Komachiyo,27
Brook,Brook,Portgas_D._Ace,Portgas D. Ace,27
Brook,Brook,Vinsmoke_Yonji,Vinsmoke Yonji,27
Brook,Brook,Wanda,Wanda,27
Caesar_Clown,Caesar Clown,Caribou,Caribou,27
Capone_Bege,Capone Bege,Capone_Pez,Capone Pez,27
Cavendish,Cavendish,Franky,Franky,27
Chaka,Chaka,Nami,Nami,27
Charlotte_Chiffon,Charlotte Chiffon,Gotti,Gotti,27
Charlotte_Linlin,Charlotte Linlin,Charlotte_Smoothie,Charlotte Smoothie,27
Charlotte_Linlin,Charlotte Linlin,Vinsmoke_Niji,Vinsmoke Niji,27
Charlotte_Linlin,Charlotte Linlin,Vinsmoke_Reiju,Vinsmoke Reiju,27
Charlotte_Mont-d'Or,Charlotte Mont-d'Or,Jinbe,Jinbe,27
Charlotte_Oven,Charlotte Oven,Monkey_D._Luffy,Monkey D. Luffy,27
Charlotte_Smoothie,Charlotte Smoothie,Napoleon,Napoleon,27
Charlotte_Smoothie,Charlotte Smoothie,Tony_Tony_Chopper,Tony Tony Chopper,27
Chinjao,Chinjao,Trafalgar_D._Water_Law,Trafalgar D. Water Law,27
Daz_Bonez,Daz Bonez,Nami,Nami,27
Denjiro,Denjiro,Hyougoro,Hyougoro,27
Denjiro,Denjiro,Kurozumi_Orochi,Kurozumi Orochi,27
Donquixote_Doflamingo,Donquixote Doflamingo,Inhel,Inhel,27
Donquixote_Doflamingo,Donquixote Doflamingo,Sabo,Sabo,27
Donquixote_Doflamingo,Donquixote Doflamingo,Sengoku,Sengoku,27
Doran,Doran,Monkey_D._Luffy,Monkey D. Luffy,27
Doran,Doran,Nami,Nami,27
Doran,Doran,Sind,Sind,27
Edward_Newgate,Edward Newgate,Emporio_Ivankov,Emporio Ivankov,27
Elizabello_II,Elizabello II,Monkey_D._Luffy,Monkey D. Luffy,27
Emporio_Ivankov,Emporio Ivankov,Sengoku,Sengoku,27
Enel,Enel,Pierre,Pierre,27
Franky,Franky,Kabu,Kabu,27
Franky,Franky,Kiev,Kiev,27
Franky,Franky,Kumadori,Kumadori,27
Franky,Franky,Kuzan,Kuzan,27
Franky,Franky,Portgas_D._Ace,Portgas D. Ace,27
Fukurou,Fukurou,Nami,Nami,27
Gatz,Gatz,Rebecca,Rebecca,27
Gem,Gem,Roronoa_Zoro,Roronoa Zoro,27
Gomorrah,Gomorrah,Monkey_D._Luffy,Monkey D. Luffy,27
Gomorrah,Gomorrah,Nami,Nami,27
Helmeppo,Helmeppo,Monkey_D._Garp,Monkey D. Garp,27
Hody_Jones,Hody Jones,Monkey_D._Luffy,Monkey D. Luffy,27
Hyougoro,Hyougoro,Inuarashi,Inuarashi,27
Hyougoro,Hyougoro,Kaidou,Kaidou,27
Iceburg,Iceburg,Kalifa,Kalifa,27
Iceburg,Iceburg,Rob_Lucci,Rob Lucci,27
Igaram,Igaram,Karoo,Karoo,27
Igaram,Igaram,Sanji,Sanji,27
Igaram,Igaram,Usopp,Usopp,27
Inuarashi,Inuarashi,Kouzuki_Oden,Kouzuki Oden,27
Inuarashi,Inuarashi,Kurozumi_Orochi,Kurozumi Orochi,27
Issho,Issho,Rebecca,Rebecca,27
Izou,Izou,Jinbe,Jinbe,27
Izou,Izou,Sanji,Sanji,27
Jabra,Jabra,Nico_Robin,Nico Robin,27
Jaygarcia_Saturn,Jaygarcia Saturn,Nico_Robin,Nico Robin,27
Jaygarcia_Saturn,Jaygarcia Saturn,Roronoa_Zoro,Roronoa Zoro,27
Jesus_Burgess,Jesus Burgess,Usopp,Usopp,27
Jinbe,Jinbe,Marshall_D._Teach,Marshall D. Teach,27
Jinbe,Jinbe,Vinsmoke_Ichiji,Vinsmoke Ichiji,27
Johnny,Johnny,Monkey_D._Luffy,Monkey D. Luffy,27
Johnny,Johnny,Yosaku,Yosaku,27
Kabu,Kabu,Roronoa_Zoro,Roronoa Zoro,27
Kaidou,Kaidou,Kanjuro,Kanjuro,27
Kaku,Kaku,Mozu_and_Kiwi,Mozu and Kiwi,27
Kanjuro,Kanjuro,Shinobu,Shinobu,27
Kiev,Kiev,Tamagon,Tamagon,27
Kin'emon,Kin'emon,Shishilian,Shishilian,27
Kin'emon,Kin'emon,Tama,Tama,27
Kin'emon,Kin'emon,Tashigi,Tashigi,27
King,King,Monkey_D._Luffy,Monkey D. Luffy,27
King,King,Roronoa_Zoro,Roronoa Zoro,27
Koala,Koala,Sabo,Sabo,27
Komachiyo,Komachiyo,Usopp,Usopp,27
Kouzuki_Hiyori,Kouzuki Hiyori,Kurozumi_Orochi,Kurozumi Orochi,27
Kouzuki_Hiyori,Kouzuki Hiyori,Nekomamushi,Nekomamushi,27
Kouzuki_Momonosuke,Kouzuki Momonosuke,Kouzuki_Oden,Kouzuki Oden,27
Kouzuki_Momonosuke,Kouzuki Momonosuke,Marco,Marco,27
Kumadori,Kumadori,Rob_Lucci,Rob Lucci,27
Kuzan,Kuzan,Sakazuki,Sakazuki,27
Kyros,Kyros,Trebol,Trebol,27
Lola,Lola,Usopp,Usopp,27
Manboshi,Manboshi,Neptune,Neptune,27
Marco,Marco,Sengoku,Sengoku,27
Marshall_D._Teach,Marshall D. Teach,Van_Augur,Van Augur,27
Minister_of_the_Right,Minister of the Right,Neptune,Neptune,27
Monet,Monet,Monkey_D._Luffy,Monkey D. Luffy,27
Monkey_D._Luffy,Monkey D. Luffy,Patty,Patty,27
Monkey_D._Luffy,Monkey D. Luffy,Sodom,Sodom,27
Nami,Nami,Sakazuki,Sakazuki,27
Nami,Nami,Sentomaru,Sentomaru,27
Nami,Nami,Sind,Sind,27
Nami,Nami,Stussy,Stussy,27
Nekomamushi,Nekomamushi,Yamato,Yamato,27
Neptune,Neptune,Ryuboshi,Ryuboshi,27
Nico_Robin,Nico Robin,Sentomaru,Sentomaru,27
Nico_Robin,Nico Robin,Sind,Sind,27
Page_One,Page One,Ulti,Ulti,27
Patty,Patty,Sanji,Sanji,27
Patty,Patty,Zeff,Zeff,27
Rebecca,Rebecca,Sabo,Sabo,27
Riku_Doldo_III,Riku Doldo III,Sai,Sai,27
Rob_Lucci,Rob Lucci,Spandam,Spandam,27
Rob_Lucci,Rob Lucci,Zambai,Zambai,27
Sakazuki,Sakazuki,Tony_Tony_Chopper,Tony Tony Chopper,27
Sakazuki,Sakazuki,Usopp,Usopp,27
Sanji,Sanji,Tamago,Tamago,27
Sanji,Sanji,Wanda,Wanda,27
Sanji,Sanji,Wyper,Wyper,27
Sentomaru,Sentomaru,Tony_Tony_Chopper,Tony Tony Chopper,27
Shishilian,Shishilian,Usopp,Usopp,27
Sodom,Sodom,Tony_Tony_Chopper,Tony Tony Chopper,27
Trafalgar_D._Water_Law,Trafalgar D. Water Law,Trebol,Trebol,27
Usopp,Usopp,Wyper,Wyper,27
Abdullah,Abdullah,Jeet,Jeet,26
